sequence;Service_Level;Inquiry_type;piority;Time_opened;Time_closed;Duration
236;Urgente;Falla;media;2023-07-01 17:34:25.998912;2023-07-01 17:38:13.538925;0 days 00:03:47.540013
237;Estandar;Queja;baja;2023-07-01 17:34:41.904019;2023-07-01 17:40:00.324366;0 days 00:05:18.420347
238;Estandar;Falla;baja;2023-07-01 17:34:56.906053;2023-07-01 17:40:03.351433;0 days 00:05:06.445380
239;Urgente;Queja;media;2023-07-01 17:35:25.953726;2023-07-01 17:37:40.612984;0 days 00:02:14.659258
240;Normal;Queja;media;2023-07-01 17:52:50.784188;2023-07-01 17:56:27.384951;0 days 00:03:36.600763
241;Normal;Queja;media;2023-07-01 18:10:59.823903;2023-07-01 18:16:29.276556;0 days 00:05:29.452653
242;Urgente;Informacion;media;2023-07-01 18:12:35.332101;2023-07-01 18:15:14.559840;0 days 00:02:39.227739
243;Normal;Queja;media;2023-07-01 18:15:37.726401;2023-07-01 18:20:19.186215;0 days 00:04:41.459814
244;Estandar;Falla;media;2023-07-01 18:19:02.815735;2023-07-01 18:22:14.330513;0 days 00:03:11.514778
245;Estandar;Queja;media;2023-07-01 18:22:11.118657;2023-07-01 18:23:20.344017;0 days 00:01:09.225360
246;Normal;Informacion;alta;2023-07-01 18:23:56.705811;2023-07-01 18:26:23.141894;0 days 00:02:26.436083
247;Urgente;Queja;media;2023-07-01 18:29:35.196790;2023-07-01 18:34:36.846255;0 days 00:05:01.649465
248;Urgente;Queja;alta;2023-07-01 18:31:37.662771;2023-07-01 18:33:30.176679;0 days 00:01:52.513908
249;Normal;Queja;baja;2023-07-01 18:37:10.114132;2023-07-01 18:40:20.206573;0 days 00:03:10.092441
250;Estandar;Queja;media;2023-07-01 18:44:36.628343;2023-07-01 18:49:07.424673;0 days 00:04:30.796330
251;Urgente;Falla;baja;2023-07-01 18:46:47.879087;2023-07-01 18:52:47.770082;0 days 00:05:59.890995
252;Estandar;Queja;alta;2023-07-01 18:53:30.940524;2023-07-01 18:57:43.200288;0 days 00:04:12.259764
253;Urgente;Queja;baja;2023-07-01 18:55:43.288299;2023-07-01 18:57:21.070347;0 days 00:01:37.782048
254;Urgente;Informacion;media;2023-07-01 18:55:55.190212;2023-07-01 19:01:51.793567;0 days 00:05:56.603355
255;Urgente;Queja;baja;2023-07-01 19:10:29.332481;2023-07-01 19:14:32.380156;0 days 00:04:03.047675
256;Estandar;Facturacion;alta;2023-07-01 19:11:04.594697;2023-07-01 19:12:32.658645;0 days 00:01:28.063948
257;Normal;Informacion;alta;2023-07-01 19:20:38.025532;2023-07-01 19:21:43.234135;0 days 00:01:05.208603
258;Urgente;Facturacion;media;2023-07-01 19:22:15.566778;2023-07-01 19:25:38.851197;0 days 00:03:23.284419
259;Normal;Queja;alta;2023-07-01 19:24:26.737397;2023-07-01 19:26:15.753371;0 days 00:01:49.015974
260;Urgente;Queja;media;2023-07-01 19:25:18.214666;2023-07-01 19:26:07.752987;0 days 00:00:49.538321
261;Estandar;Informacion;media;2023-07-01 19:30:00.833315;2023-07-01 19:31:32.000899;0 days 00:01:31.167584
262;Estandar;Facturacion;media;2023-07-01 19:32:09.318858;2023-07-01 19:36:32.062288;0 days 00:04:22.743430
263;Estandar;Informacion;alta;2023-07-01 19:33:22.093368;2023-07-01 19:34:02.852056;0 days 00:00:40.758688
264;Urgente;Queja;alta;2023-07-01 19:36:16.044777;2023-07-01 19:37:32.634359;0 days 00:01:16.589582
265;Estandar;Informacion;media;2023-07-01 19:36:38.569898;2023-07-01 19:38:55.662427;0 days 00:02:17.092529
266;Estandar;Queja;alta;2023-07-01 19:38:49.590486;2023-07-01 19:39:17.005528;0 days 00:00:27.415042
267;Normal;Facturacion;media;2023-07-01 19:40:04.556504;2023-07-01 19:45:12.559254;0 days 00:05:08.002750
268;Estandar;Facturacion;baja;2023-07-01 19:40:12.174175;2023-07-01 19:45:09.322677;0 days 00:04:57.148502
269;Normal;Facturacion;baja;2023-07-01 19:44:55.368643;2023-07-01 19:47:25.917479;0 days 00:02:30.548836
270;Estandar;Falla;baja;2023-07-01 19:47:23.831978;2023-07-01 19:48:39.505856;0 days 00:01:15.673878
271;Estandar;Falla;alta;2023-07-01 19:47:42.715579;2023-07-01 19:48:44.277385;0 days 00:01:01.561806
272;Estandar;Queja;alta;2023-07-01 19:50:56.880247;2023-07-01 19:56:04.026080;0 days 00:05:07.145833
273;Urgente;Informacion;alta;2023-07-01 19:53:01.646864;2023-07-01 19:56:14.073137;0 days 00:03:12.426273
274;Urgente;Queja;media;2023-07-01 20:00:38.911595;2023-07-01 20:04:08.292534;0 days 00:03:29.380939
275;Estandar;Facturacion;alta;2023-07-01 20:05:42.212993;2023-07-01 20:07:19.163105;0 days 00:01:36.950112
276;Estandar;Informacion;alta;2023-07-01 20:16:43.664491;2023-07-01 20:22:13.946576;0 days 00:05:30.282085
277;Normal;Informacion;alta;2023-07-01 20:17:49.297767;2023-07-01 20:20:56.534718;0 days 00:03:07.236951
278;Normal;Facturacion;alta;2023-07-01 20:28:39.623005;2023-07-01 20:33:54.407264;0 days 00:05:14.784259
279;Urgente;Facturacion;baja;2023-07-01 20:36:53.378670;2023-07-01 20:38:47.065338;0 days 00:01:53.686668
280;Normal;Informacion;media;2023-07-01 20:37:30.253956;2023-07-01 20:43:06.291129;0 days 00:05:36.037173
281;Normal;Facturacion;baja;2023-07-01 20:44:49.519531;2023-07-01 20:48:32.421167;0 days 00:03:42.901636
282;Urgente;Queja;baja;2023-07-01 20:47:27.289937;2023-07-01 20:52:06.850919;0 days 00:04:39.560982
283;Estandar;Falla;baja;2023-07-01 20:47:58.142529;2023-07-01 20:48:51.704763;0 days 00:00:53.562234
284;Estandar;Facturacion;media;2023-07-01 20:48:59.445907;2023-07-01 20:53:32.585036;0 days 00:04:33.139129
285;Estandar;Facturacion;media;2023-07-01 20:56:35.107383;2023-07-01 20:59:39.432151;0 days 00:03:04.324768
286;Normal;Queja;baja;2023-07-01 21:01:02.658562;2023-07-01 21:06:51.631867;0 days 00:05:48.973305
287;Urgente;Informacion;media;2023-07-01 21:04:57.349319;2023-07-01 21:05:49.696049;0 days 00:00:52.346730
288;Estandar;Queja;media;2023-07-01 21:11:54.998219;2023-07-01 21:15:32.084783;0 days 00:03:37.086564
289;Estandar;Queja;baja;2023-07-01 21:18:02.203990;2023-07-01 21:22:06.872717;0 days 00:04:04.668727
290;Estandar;Facturacion;baja;2023-07-01 21:20:25.799592;2023-07-01 21:22:27.038670;0 days 00:02:01.239078
291;Urgente;Informacion;baja;2023-07-01 21:36:27.184311;2023-07-01 21:36:35.697159;0 days 00:00:08.512848
292;Estandar;Falla;baja;2023-07-01 21:42:06.295537;2023-07-01 21:43:31.980365;0 days 00:01:25.684828
293;Estandar;Queja;media;2023-07-01 21:52:09.093776;2023-07-01 21:55:43.540367;0 days 00:03:34.446591
294;Estandar;Facturacion;alta;2023-07-01 21:53:24.319596;2023-07-01 21:55:23.451627;0 days 00:01:59.132031
295;Urgente;Informacion;baja;2023-07-01 21:54:24.265101;2023-07-01 21:56:25.126845;0 days 00:02:00.861744
296;Normal;Falla;media;2023-07-01 21:57:34.417967;2023-07-01 21:59:37.800663;0 days 00:02:03.382696
297;Normal;Informacion;alta;2023-07-01 21:58:38.767704;2023-07-01 22:00:25.938521;0 days 00:01:47.170817
298;Estandar;Queja;media;2023-07-01 21:59:24.807364;2023-07-01 22:03:32.619143;0 days 00:04:07.811779
299;Urgente;Falla;media;2023-07-01 22:02:57.880360;2023-07-01 22:07:16.014076;0 days 00:04:18.133716
300;Urgente;Facturacion;alta;2023-07-01 22:04:06.331113;2023-07-01 22:07:39.712311;0 days 00:03:33.381198
301;Urgente;Facturacion;baja;2023-07-01 22:09:43.915905;2023-07-01 22:13:41.097663;0 days 00:03:57.181758
302;Urgente;Queja;media;2023-07-01 22:20:25.722748;2023-07-01 22:25:33.207861;0 days 00:05:07.485113
303;Urgente;Facturacion;media;2023-07-01 22:25:36.742605;2023-07-01 22:28:24.700392;0 days 00:02:47.957787
304;Estandar;Facturacion;baja;2023-07-01 22:26:40.629368;2023-07-01 22:30:08.535241;0 days 00:03:27.905873
305;Normal;Falla;media;2023-07-01 22:27:00.799837;2023-07-01 22:29:05.214786;0 days 00:02:04.414949
306;Normal;Facturacion;baja;2023-07-01 22:41:45.504316;2023-07-01 22:47:21.244430;0 days 00:05:35.740114
307;Urgente;Informacion;alta;2023-07-01 22:43:22.351167;2023-07-01 22:47:36.333347;0 days 00:04:13.982180
308;Estandar;Informacion;alta;2023-07-01 22:43:42.950694;2023-07-01 22:44:50.882333;0 days 00:01:07.931639
309;Urgente;Falla;baja;2023-07-01 22:46:39.519816;2023-07-01 22:51:53.768321;0 days 00:05:14.248505
310;Estandar;Falla;baja;2023-07-01 22:52:01.372415;2023-07-01 22:54:01.711288;0 days 00:02:00.338873
311;Normal;Falla;media;2023-07-01 23:10:36.868411;2023-07-01 23:13:51.399765;0 days 00:03:14.531354
312;Urgente;Informacion;media;2023-07-01 23:12:47.039031;2023-07-01 23:17:35.284679;0 days 00:04:48.245648
313;Urgente;Queja;baja;2023-07-01 23:15:26.558277;2023-07-01 23:20:48.836932;0 days 00:05:22.278655
314;Normal;Falla;baja;2023-07-01 23:34:07.410846;2023-07-01 23:34:14.566061;0 days 00:00:07.155215
315;Estandar;Falla;alta;2023-07-01 23:39:40.185261;2023-07-01 23:45:02.611028;0 days 00:05:22.425767
316;Urgente;Facturacion;baja;2023-07-01 23:53:03.786235;2023-07-01 23:53:35.972352;0 days 00:00:32.186117
317;Estandar;Facturacion;media;2023-07-01 23:55:58.922365;2023-07-01 23:57:25.574662;0 days 00:01:26.652297
318;Estandar;Queja;baja;2023-07-01 23:59:48.236578;2023-07-02 00:00:50.483714;0 days 00:01:02.247136
319;Normal;Falla;alta;2023-07-02 00:00:26.864850;2023-07-02 00:05:44.194550;0 days 00:05:17.329700
320;Estandar;Facturacion;alta;2023-07-02 00:02:28.359589;2023-07-02 00:07:11.911855;0 days 00:04:43.552266
321;Normal;Queja;alta;2023-07-02 00:11:13.546094;2023-07-02 00:13:49.277686;0 days 00:02:35.731592
322;Urgente;Informacion;alta;2023-07-02 00:11:55.150632;2023-07-02 00:14:25.979273;0 days 00:02:30.828641
323;Urgente;Queja;baja;2023-07-02 00:13:24.788033;2023-07-02 00:16:46.421483;0 days 00:03:21.633450
324;Normal;Falla;baja;2023-07-02 00:17:08.438530;2023-07-02 00:21:23.510240;0 days 00:04:15.071710
325;Urgente;Queja;baja;2023-07-02 00:21:05.695336;2023-07-02 00:24:12.710667;0 days 00:03:07.015331
326;Normal;Informacion;baja;2023-07-02 00:22:04.609199;2023-07-02 00:25:32.329172;0 days 00:03:27.719973
327;Normal;Falla;media;2023-07-02 00:33:01.657440;2023-07-02 00:38:51.490671;0 days 00:05:49.833231
328;Estandar;Queja;alta;2023-07-02 00:34:24.711352;2023-07-02 00:35:02.713248;0 days 00:00:38.001896
329;Normal;Informacion;alta;2023-07-02 00:37:17.290600;2023-07-02 00:37:56.631911;0 days 00:00:39.341311
330;Urgente;Falla;baja;2023-07-02 00:41:07.071458;2023-07-02 00:46:35.267380;0 days 00:05:28.195922
331;Urgente;Facturacion;alta;2023-07-02 00:47:38.033324;2023-07-02 00:49:55.783242;0 days 00:02:17.749918
332;Urgente;Falla;media;2023-07-02 00:49:57.353409;2023-07-02 00:54:14.163989;0 days 00:04:16.810580
333;Urgente;Informacion;baja;2023-07-02 01:08:16.089052;2023-07-02 01:09:49.202704;0 days 00:01:33.113652
334;Normal;Facturacion;alta;2023-07-02 01:22:33.611990;2023-07-02 01:25:57.716371;0 days 00:03:24.104381
335;Urgente;Falla;baja;2023-07-02 01:25:03.443700;2023-07-02 01:30:56.914218;0 days 00:05:53.470518
336;Normal;Falla;media;2023-07-02 01:26:43.987628;2023-07-02 01:27:27.009785;0 days 00:00:43.022157
337;Normal;Informacion;media;2023-07-02 01:27:09.328137;2023-07-02 01:29:36.063968;0 days 00:02:26.735831
338;Normal;Queja;media;2023-07-02 01:30:05.978744;2023-07-02 01:32:41.700452;0 days 00:02:35.721708
339;Normal;Informacion;media;2023-07-02 01:32:52.986138;2023-07-02 01:33:48.882190;0 days 00:00:55.896052
340;Estandar;Falla;media;2023-07-02 01:42:36.975564;2023-07-02 01:44:15.360509;0 days 00:01:38.384945
341;Urgente;Falla;media;2023-07-02 01:47:34.738983;2023-07-02 01:51:53.478774;0 days 00:04:18.739791
342;Urgente;Falla;media;2023-07-02 01:50:00.135197;2023-07-02 01:53:22.927843;0 days 00:03:22.792646
343;Estandar;Falla;media;2023-07-02 01:57:46.903265;2023-07-02 02:01:00.134718;0 days 00:03:13.231453
344;Urgente;Queja;media;2023-07-02 02:11:13.201073;2023-07-02 02:12:17.460238;0 days 00:01:04.259165
345;Estandar;Falla;alta;2023-07-02 02:19:38.496340;2023-07-02 02:22:20.262268;0 days 00:02:41.765928
346;Normal;Falla;media;2023-07-02 02:21:32.383463;2023-07-02 02:25:15.388379;0 days 00:03:43.004916
347;Urgente;Informacion;baja;2023-07-02 02:26:39.465644;2023-07-02 02:31:44.426404;0 days 00:05:04.960760
348;Estandar;Queja;media;2023-07-02 02:27:27.904208;2023-07-02 02:29:18.554017;0 days 00:01:50.649809
349;Urgente;Queja;media;2023-07-02 02:31:09.818006;2023-07-02 02:33:03.297571;0 days 00:01:53.479565
350;Urgente;Facturacion;media;2023-07-02 02:31:18.437932;2023-07-02 02:36:56.341618;0 days 00:05:37.903686
351;Normal;Falla;baja;2023-07-02 02:36:46.411772;2023-07-02 02:38:28.706885;0 days 00:01:42.295113
352;Urgente;Falla;media;2023-07-02 02:49:30.690103;2023-07-02 02:51:32.519752;0 days 00:02:01.829649
353;Normal;Facturacion;alta;2023-07-02 02:50:00.529403;2023-07-02 02:55:28.768104;0 days 00:05:28.238701
354;Urgente;Informacion;media;2023-07-02 02:54:11.791079;2023-07-02 02:54:24.818976;0 days 00:00:13.027897
355;Estandar;Informacion;alta;2023-07-02 02:59:23.574949;2023-07-02 03:03:05.530221;0 days 00:03:41.955272
356;Normal;Falla;media;2023-07-02 03:06:15.946575;2023-07-02 03:08:26.980145;0 days 00:02:11.033570
357;Normal;Falla;alta;2023-07-02 03:19:27.660388;2023-07-02 03:23:45.432353;0 days 00:04:17.771965
358;Normal;Queja;alta;2023-07-02 03:24:32.855140;2023-07-02 03:29:51.674056;0 days 00:05:18.818916
359;Normal;Queja;baja;2023-07-02 03:25:36.308440;2023-07-02 03:29:57.673608;0 days 00:04:21.365168
360;Urgente;Facturacion;media;2023-07-02 03:30:16.460612;2023-07-02 03:32:43.283844;0 days 00:02:26.823232
361;Urgente;Queja;alta;2023-07-02 03:33:00.663812;2023-07-02 03:37:56.059320;0 days 00:04:55.395508
362;Estandar;Facturacion;media;2023-07-02 03:34:52.319402;2023-07-02 03:37:37.845074;0 days 00:02:45.525672
363;Urgente;Informacion;alta;2023-07-02 03:36:40.739999;2023-07-02 03:38:21.509529;0 days 00:01:40.769530
364;Urgente;Queja;alta;2023-07-02 04:02:32.331867;2023-07-02 04:03:55.696243;0 days 00:01:23.364376
365;Normal;Facturacion;alta;2023-07-02 04:07:09.570925;2023-07-02 04:12:33.165623;0 days 00:05:23.594698
366;Normal;Informacion;alta;2023-07-02 04:07:13.615492;2023-07-02 04:11:57.766656;0 days 00:04:44.151164
367;Urgente;Queja;baja;2023-07-02 04:09:47.580260;2023-07-02 04:10:49.526192;0 days 00:01:01.945932
368;Estandar;Informacion;alta;2023-07-02 04:11:05.171275;2023-07-02 04:12:57.258299;0 days 00:01:52.087024
369;Urgente;Falla;baja;2023-07-02 04:12:18.248757;2023-07-02 04:14:18.092561;0 days 00:01:59.843804
370;Estandar;Facturacion;baja;2023-07-02 04:12:44.362973;2023-07-02 04:13:18.323666;0 days 00:00:33.960693
371;Estandar;Queja;baja;2023-07-02 04:16:59.044682;2023-07-02 04:21:00.712135;0 days 00:04:01.667453
372;Urgente;Falla;alta;2023-07-02 04:17:03.304332;2023-07-02 04:19:12.407682;0 days 00:02:09.103350
373;Estandar;Queja;baja;2023-07-02 04:30:31.722103;2023-07-02 04:35:51.720945;0 days 00:05:19.998842
374;Urgente;Informacion;baja;2023-07-02 04:33:22.102493;2023-07-02 04:35:34.670169;0 days 00:02:12.567676
375;Urgente;Queja;media;2023-07-02 04:36:17.965521;2023-07-02 04:40:06.325930;0 days 00:03:48.360409
376;Estandar;Facturacion;alta;2023-07-02 04:44:48.842880;2023-07-02 04:47:06.303683;0 days 00:02:17.460803
377;Normal;Falla;baja;2023-07-02 04:53:33.821291;2023-07-02 04:55:27.123458;0 days 00:01:53.302167
378;Urgente;Informacion;media;2023-07-02 04:53:50.050727;2023-07-02 04:57:33.241303;0 days 00:03:43.190576
379;Estandar;Queja;baja;2023-07-02 04:55:14.973760;2023-07-02 04:56:59.957640;0 days 00:01:44.983880
380;Estandar;Informacion;alta;2023-07-02 04:58:23.172815;2023-07-02 05:01:38.921247;0 days 00:03:15.748432
381;Normal;Queja;media;2023-07-02 04:58:24.305020;2023-07-02 05:00:54.510577;0 days 00:02:30.205557
382;Urgente;Queja;baja;2023-07-02 05:04:48.264445;2023-07-02 05:05:46.487942;0 days 00:00:58.223497
383;Normal;Falla;alta;2023-07-02 05:06:45.175575;2023-07-02 05:10:15.350655;0 days 00:03:30.175080
384;Estandar;Informacion;media;2023-07-02 05:07:15.327295;2023-07-02 05:10:56.817009;0 days 00:03:41.489714
385;Normal;Falla;media;2023-07-02 05:24:00.549555;2023-07-02 05:29:20.465629;0 days 00:05:19.916074
386;Urgente;Informacion;alta;2023-07-02 05:24:18.428126;2023-07-02 05:27:10.358867;0 days 00:02:51.930741
387;Normal;Queja;media;2023-07-02 05:31:01.014684;2023-07-02 05:35:31.337180;0 days 00:04:30.322496
388;Estandar;Informacion;alta;2023-07-02 05:38:51.558912;2023-07-02 05:43:00.178947;0 days 00:04:08.620035
389;Urgente;Informacion;alta;2023-07-02 05:40:12.939362;2023-07-02 05:40:28.258361;0 days 00:00:15.318999
390;Estandar;Informacion;baja;2023-07-02 05:51:55.804622;2023-07-02 05:52:45.411350;0 days 00:00:49.606728
391;Urgente;Falla;baja;2023-07-02 06:07:49.873137;2023-07-02 06:08:34.573691;0 days 00:00:44.700554
392;Estandar;Informacion;media;2023-07-02 06:08:59.219739;2023-07-02 06:12:19.320795;0 days 00:03:20.101056
393;Urgente;Queja;media;2023-07-02 06:11:13.110548;2023-07-02 06:16:29.975415;0 days 00:05:16.864867
394;Urgente;Informacion;media;2023-07-02 06:11:16.123972;2023-07-02 06:16:46.423287;0 days 00:05:30.299315
395;Urgente;Falla;baja;2023-07-02 06:11:37.245232;2023-07-02 06:12:29.790380;0 days 00:00:52.545148
396;Estandar;Informacion;alta;2023-07-02 06:13:15.488972;2023-07-02 06:14:33.583217;0 days 00:01:18.094245
397;Estandar;Informacion;media;2023-07-02 06:15:12.188562;2023-07-02 06:19:58.591768;0 days 00:04:46.403206
398;Normal;Queja;baja;2023-07-02 06:17:14.675982;2023-07-02 06:21:44.278470;0 days 00:04:29.602488
399;Estandar;Falla;media;2023-07-02 06:19:55.094182;2023-07-02 06:20:52.282895;0 days 00:00:57.188713
400;Urgente;Queja;alta;2023-07-02 06:33:23.769252;2023-07-02 06:34:01.799356;0 days 00:00:38.030104
401;Estandar;Facturacion;media;2023-07-02 06:37:52.712938;2023-07-02 06:42:48.937923;0 days 00:04:56.224985
402;Estandar;Queja;alta;2023-07-02 06:40:53.643457;2023-07-02 06:43:15.105614;0 days 00:02:21.462157
403;Estandar;Queja;media;2023-07-02 06:46:34.020112;2023-07-02 06:50:36.777373;0 days 00:04:02.757261
404;Normal;Falla;media;2023-07-02 06:52:42.481504;2023-07-02 06:54:47.910062;0 days 00:02:05.428558
405;Urgente;Queja;alta;2023-07-02 06:53:06.197505;2023-07-02 06:53:37.949020;0 days 00:00:31.751515
406;Estandar;Informacion;alta;2023-07-02 07:00:30.768985;2023-07-02 07:01:20.041054;0 days 00:00:49.272069
407;Urgente;Falla;media;2023-07-02 07:01:14.288279;2023-07-02 07:06:39.464973;0 days 00:05:25.176694
408;Estandar;Facturacion;media;2023-07-02 07:06:21.824401;2023-07-02 07:09:28.396169;0 days 00:03:06.571768
409;Urgente;Facturacion;baja;2023-07-02 07:12:13.996720;2023-07-02 07:15:54.589687;0 days 00:03:40.592967
410;Normal;Informacion;baja;2023-07-02 07:12:51.530998;2023-07-02 07:14:17.874532;0 days 00:01:26.343534
411;Estandar;Facturacion;baja;2023-07-02 07:13:17.674036;2023-07-02 07:14:37.781255;0 days 00:01:20.107219
412;Estandar;Informacion;alta;2023-07-02 07:17:50.091047;2023-07-02 07:19:56.911809;0 days 00:02:06.820762
413;Estandar;Facturacion;media;2023-07-02 07:20:09.253712;2023-07-02 07:21:08.757753;0 days 00:00:59.504041
414;Urgente;Facturacion;alta;2023-07-02 07:21:12.729770;2023-07-02 07:23:24.072405;0 days 00:02:11.342635
415;Estandar;Facturacion;media;2023-07-02 07:21:41.248280;2023-07-02 07:23:54.196404;0 days 00:02:12.948124
416;Urgente;Falla;media;2023-07-02 07:23:04.184406;2023-07-02 07:24:24.106031;0 days 00:01:19.921625
417;Estandar;Falla;baja;2023-07-02 07:23:39.970255;2023-07-02 07:26:25.770161;0 days 00:02:45.799906
418;Estandar;Informacion;baja;2023-07-02 07:34:11.472499;2023-07-02 07:34:15.638853;0 days 00:00:04.166354
419;Urgente;Informacion;baja;2023-07-02 07:40:45.487207;2023-07-02 07:41:56.315695;0 days 00:01:10.828488
420;Normal;Falla;media;2023-07-02 07:47:32.479298;2023-07-02 07:49:31.653898;0 days 00:01:59.174600
421;Urgente;Facturacion;alta;2023-07-02 07:53:28.820438;2023-07-02 07:58:16.621499;0 days 00:04:47.801061
422;Estandar;Falla;alta;2023-07-02 07:55:09.194080;2023-07-02 07:59:41.407724;0 days 00:04:32.213644
423;Urgente;Facturacion;media;2023-07-02 07:57:36.291128;2023-07-02 07:59:30.436550;0 days 00:01:54.145422
424;Normal;Informacion;alta;2023-07-02 07:57:55.881368;2023-07-02 08:02:59.534609;0 days 00:05:03.653241
425;Normal;Facturacion;media;2023-07-02 08:02:09.554313;2023-07-02 08:02:56.713835;0 days 00:00:47.159522
426;Urgente;Queja;media;2023-07-02 08:17:06.412289;2023-07-02 08:18:39.527608;0 days 00:01:33.115319
427;Urgente;Informacion;alta;2023-07-02 08:17:52.807393;2023-07-02 08:22:13.785592;0 days 00:04:20.978199
428;Estandar;Informacion;baja;2023-07-02 08:18:16.464258;2023-07-02 08:21:30.718333;0 days 00:03:14.254075
429;Urgente;Facturacion;alta;2023-07-02 08:19:41.518555;2023-07-02 08:22:59.205713;0 days 00:03:17.687158
430;Normal;Falla;alta;2023-07-02 08:20:32.783188;2023-07-02 08:22:11.380410;0 days 00:01:38.597222
431;Urgente;Informacion;baja;2023-07-02 08:23:11.109036;2023-07-02 08:28:35.401040;0 days 00:05:24.292004
432;Normal;Facturacion;media;2023-07-02 08:28:42.544292;2023-07-02 08:29:56.570401;0 days 00:01:14.026109
433;Estandar;Queja;baja;2023-07-02 08:28:47.700389;2023-07-02 08:32:40.340859;0 days 00:03:52.640470
434;Estandar;Informacion;baja;2023-07-02 08:35:09.549552;2023-07-02 08:35:21.423814;0 days 00:00:11.874262
435;Normal;Falla;media;2023-07-02 08:40:17.839207;2023-07-02 08:46:15.589980;0 days 00:05:57.750773
436;Estandar;Queja;baja;2023-07-02 08:41:43.124569;2023-07-02 08:44:41.609841;0 days 00:02:58.485272
